ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades
IQV,0.6255580808472497,0.6255580808472497,0.6255580808472497,0,0,8,0.13641727992043093,-0.07224724705491958,0.1102400282637186,0.1762266872396734,0.022028335904959177,0.025938577414734904,-0.16680236084388933,1,1,5
UHS,1.5387939628161151,1.5387939628161151,1.5387939628161151,0,0,7,0.6064974314201868,0.07403404108346612,0.24386931835864561,0.15848081305982342,0.022640116151403347,0.027130756717338726,-0.12030396270120902,1,0,4
DINO,3.131382114706489,3.131382114706489,3.131382114706489,0,0,7,0.9855721970014125,0.15398936509607375,0.22426860577890176,0.07161968663154446,0.01023138380450635,0.029272475795296533,-0.05949316193615506,1,0,2
GS,16.388744814584914,16.388744814584914,4.0,1,0,6,0.9881102184755315,0.321010589914696,0.3141773622741473,0.019170312664490933,0.003195052110748489,0.021934679371941008,-0.019170312665219402,1,0,1
NTRA,5.601384566214288,5.601384566214288,4.0,1,0,7,0.9954536132298974,0.4193781403529451,0.46021909787928095,0.08216166778749158,0.011737381112498797,0.0327498063516652,-0.0821616677882504,1,0,1
GOOGL,3.158812846064298,3.158812846064298,3.158812846064298,0,0,8,0.988567079541742,0.19219317749771636,0.27512569928887554,0.08709781576064773,0.010887226970080967,0.025997324909644418,-0.07734088820918972,1,0,2
EQNR,0.5191170216517992,0.5191170216517992,0.5191170216517992,0,0,4,0.084482089390698,-0.015266541654236354,0.016205981291220087,0.031218358511253645,0.007804589627813411,0.022283737024220523,-0.03100578338356652,1,1,2
XPEL,3.4318212254401463,3.4318212254401463,3.4318212254401463,0,0,5,0.961791503677782,0.30230394328456356,0.4229357856504343,0.12323945738058978,0.024647891476117956,0.032175835609311136,-0.11980867324437272,1,0,2
CAT,9.388678364923127,9.388678364923127,4.0,1,0,8,0.9977257078141145,0.36541682554266974,0.36670309346876073,0.039058010000512275,0.004882251250064034,0.023836817642963283,-0.02661377027546885,1,0,3
NVDA,2.9568980729353003,2.9568980729353003,2.9568980729353003,0,0,6,0.9722742938469733,0.26839559118821854,0.4145186491709679,0.14018699290485756,0.02336449881747626,0.031073130649137044,-0.1358626568706427,1,0,3
LLY,3.867973069372337,3.867973069372337,3.867973069372337,0,0,7,0.9949522670016223,0.18330229495087713,0.24289345952296698,0.06279605756468769,0.008970865366383956,0.026254885851569654,-0.04017010950070776,1,0,3
AMX,15.18951343556596,15.18951343556596,4.0,1,0,6,0.9881102184755315,0.17772182970636963,0.1794282340592201,0.011812638687891888,0.001968773114648648,0.01923389437028325,-0.011812638688721067,1,0,1
LMT,0.7779509612622062,0.7779509612622062,0.7779509612622062,0,0,6,0.17724140047755021,-0.03636033235584124,0.10742438497162288,0.1380863194735687,0.023014386578928115,0.019673623301475797,-0.10373025582076145,1,1,3
INCY,1000000000.0,1000.0,4.0,1,1,5,0.9657429065563432,0.6012633191414274,0.494658724082258,0.0,0.0,0.027744294909303302,-1.000088900582341e-12,1,0,0
META,1.7465884908424847,1.7465884908424847,1.7465884908424847,0,0,8,0.7268324139989538,0.09560558358704307,0.27859627112316415,0.15950882110117445,0.019938602637646807,0.024978688424770096,-0.12613354202005167,1,0,5
EIS,6.436345617433719,6.436345617433719,4.0,1,0,8,0.9977257078141145,0.13340858456283478,0.1521149235222727,0.023633740722413775,0.002954217590301722,0.010706938939340611,-0.023543347088035627,1,0,2
GM,1.157413551515395,1.157413551515395,1.157413551515395,0,0,6,0.35806732602071434,0.008114795047903245,0.09851070316166102,0.08511279570960745,0.014185465951601242,0.024737215909090487,-0.06884945293932865,1,0,4
CTSH,1.3805852691677711,1.3805852691677711,1.3805852691677711,0,0,6,0.49968377777876977,0.0409962415979368,0.18667016856382443,0.13521089405535294,0.02253514900922549,0.020151471849099427,-0.12887734766150716,1,0,4
TSM,11.551183657281491,11.551183657281491,4.0,1,0,7,0.9954536132298974,0.34505117089855775,0.3487806081961954,0.03019436090225571,0.004313480128893673,0.028402385942285915,-0.03019436090306704,1,0,1
PBBK,0.2945575876040469,0.2945575876040469,0.2945575876040469,0,0,6,0.07784167325684736,-0.026346189833471367,0.011009856915739242,0.03737760417341216,0.006229600695568694,0.0036205128205126294,-0.026346189834445144,1,1,5
TJX,3.107681348362127,3.107681348362127,3.107681348362127,0,0,7,0.9848977181969606,0.10916229297753421,0.1594271937428658,0.05130101058362703,0.0073287157976610045,0.015331248636462683,-0.02469358810196276,1,0,4
AXSM,3.859012365011874,3.859012365011874,3.859012365011874,0,0,7,0.9949118849975618,0.33291453972329466,0.42095395916532496,0.10908334033390166,0.015583334333414522,0.03013367894834268,-0.10664537755605119,1,0,3
FDN,1.6026477025259507,1.6026477025259507,1.6026477025259507,0,0,8,0.6470843899699388,0.05194461631191749,0.16287503731005223,0.10162872167934543,0.012703590209918179,0.01471505131528245,-0.08116887188526889,1,0,5
NFLX,0.37943923126233303,0.37943923126233303,0.37943923126233303,0,0,7,0.09005219570141838,-0.24589020410877405,0.15089246255147304,0.3976722756091356,0.05681032508701937,0.025512031100458188,-0.34476085261802336,1,1,6
IMO,1.40749423796708,1.40749423796708,1.40749423796708,0,0,7,0.5225054899840726,0.03811112720171006,0.1546322971734854,0.10986353833805329,0.01569479119115047,0.021454273725354713,-0.10093019862323782,1,0,5
NRIM,2.287301019409363,2.287301019409363,2.287301019409363,0,0,4,0.8275177671327046,0.07071664482362272,0.13030299702644182,0.056968014231939285,0.014242003557984821,0.02122890523582773,-0.038700000000863044,1,0,2
SIMO,3.5669369815921543,3.5669369815921543,3.5669369815921543,0,0,7,0.9929548562448506,0.4193640208119964,0.5555647924427624,0.15575402517898645,0.022250575025569493,0.036147791164658036,-0.14874450795070615,1,0,3
MLI,1000000000.0,1000.0,4.0,1,1,8,0.9977257078141145,0.2544082492420112,0.2318669839476729,0.0,0.0,0.019136974037600566,-1.000088900582341e-12,1,0,0
ACWX,0.6564862446051768,0.6564862446051768,0.6564862446051768,0,0,10,0.1446819768217713,-0.03715604346978829,0.06741159049487831,0.10268545769061911,0.010268545769061912,0.008607172643869742,-0.09844132407068074,1,1,8
EGO,2.087927912312087,2.087927912312087,2.087927912312087,0,0,5,0.8342680228584485,0.13337044496917305,0.27293211830717967,0.13071912909337263,0.026143825818674526,0.033785279468731756,-0.07558016529018075,1,0,2
AEM,0.35886925464301284,0.35886925464301284,0.35886925464301284,0,0,9,0.08826326620594578,-0.11222803926808,0.06273992785581597,0.1748267009338174,0.019425188992646378,0.029322420048940766,-0.12447992465604696,1,1,5
IBM,1.898176722085568,1.898176722085568,1.898176722085568,0,0,5,0.7683801760980077,0.05796664763642756,0.12928379636184764,0.06810946254772354,0.013621892509544709,0.023677296761401095,-0.041566249814054546,1,0,3
CRS,3.4659336033474792,3.4659336033474792,3.4659336033474792,0,0,7,0.9918728890941997,0.22037239856537316,0.31908545064437704,0.09206334776182581,0.013151906823117973,0.03469478405243964,-0.08993528782658855,1,0,3
XME,1000000000.0,1000.0,4.0,1,1,6,0.9881102184755315,0.4908595003631657,0.41719231268417994,0.0,0.0,0.024712525667350934,-1.000088900582341e-12,1,0,0
RTX,1.4666079366600149,1.4666079366600149,1.4666079366600149,0,0,7,0.5608415451226989,0.05726743448755656,0.2114872840400187,0.14420164977536537,0.020600235682195052,0.018755915232151303,-0.13686404276328568,1,0,4
AXP,4.5359196241004325,4.5359196241004325,4.0,1,0,6,0.9881102184755315,0.21899848086282958,0.27322376709122653,0.06023558390221972,0.010039263983703287,0.020915958451369124,-0.04316957753137507,1,0,2
TEL,6.481069431060172,6.481069431060172,4.0,1,0,5,0.9657429065563432,0.23481032533409674,0.26684890302250164,0.04117359115821886,0.008234718231643772,0.02063976805991777,-0.040531782618635215,1,0,2
ENVA,2.2543243749910835,2.2543243749910835,2.2543243749910835,0,0,7,0.9039907810018453,0.1638954718539305,0.30601221716839444,0.13574453639556855,0.019392076627938366,0.026596497942780344,-0.08158858629467813,1,0,3
TMO,1.0920474795259776,1.0920474795259776,1.0920474795259776,0,0,7,0.3242639693980048,0.004352433294661839,0.08729024193655814,0.07993264356458935,0.01141894908065562,0.02417993630573244,-0.07800005972127255,1,0,4
NDAQ,3.6806001655116494,3.6806001655116494,3.6806001655116494,0,0,6,0.9865505887825865,0.12912253888189973,0.17772455060122425,0.04828683981122364,0.008047806635203941,0.016870446626544026,-0.04768125260587919,1,0,3
NVGS,13.085340152904546,13.085340152904546,4.0,1,0,6,0.9881102184755315,0.3141534222041211,0.3098908820536533,0.023682294723142292,0.003947049120523715,0.022238442822383055,-0.02178640049987557,1,0,2
TCMD,1000000000.0,1000.0,4.0,1,1,5,0.9657429065563432,0.3137631850004754,0.2867464883446383,0.0,0.0,0.03469947275922427,-1.000088900582341e-12,1,0,0
BLTE,4.181188241045042,4.181188241045042,4.0,1,0,7,0.9954536132298974,0.2602520895688796,0.32316990432739934,0.07729140275364081,0.01104162896480583,0.025869208018402493,-0.054390835000092785,1,0,3
MD,1.5840612996483363,1.5840612996483363,1.5840612996483363,0,0,6,0.6283018858256352,0.07381080199576395,0.24151711381851465,0.1524670250274606,0.0254111708379101,0.03133245382585545,-0.07437899491901812,1,0,4
REMX,7.349815693356325,7.349815693356325,4.0,1,0,7,0.9954536132298974,0.44516170073729877,0.4497285098588152,0.061189086722995736,0.008741298103285106,0.026645768025077926,-0.04087065868352424,1,0,2
RDVT,1.284690311538679,1.284690311538679,1.284690311538679,0,0,7,0.44233599715499267,0.03210569612551484,0.23556570754928202,0.18336380794149837,0.02619482970592834,0.027742504409170473,-0.1569977712403825,1,0,5
BOOT,5.073545302851481,5.073545302851481,4.0,1,0,6,0.9881102184755315,0.28890953316360135,0.3562632268574323,0.07021977839780043,0.011703296399633405,0.034682044228123834,-0.05576098320197387,1,0,4
DLTR,5.355982641690675,5.355982641690675,4.0,1,0,8,0.9977257078141145,0.2151440207337214,0.255054608996491,0.047620507021654615,0.005952563377706827,0.031629139072847444,-0.04579609585867617,1,0,3
ADBE,0.5965718717998059,0.5965718717998059,0.5965718717998059,0,0,7,0.12867749001479514,-0.09196824981280194,0.1248687208550763,0.20931043979388125,0.029901491399125894,0.02462776536825671,-0.19359871904912507,1,1,5
ATI,3.732716935065499,3.732716935065499,3.732716935065499,0,0,5,0.9645431371113322,0.32425368328247384,0.43826017899057707,0.11741050463096173,0.023482100926192344,0.03275058039769825,-0.08608519134848325,1,0,2
RGLD,2.7999919848493993,2.7999919848493993,2.7999919848493993,0,0,5,0.9421421967412626,0.1266519149912293,0.20224121366391962,0.07222921163997453,0.014445842327994906,0.02530174706435897,-0.0626638730542054,1,0,3
PLAB,3.3731568537740624,3.3731568537740624,3.3731568537740624,0,0,6,0.9832843194179579,0.3356275792284935,0.45740720578627514,0.13560211564858132,0.022600352608096886,0.033140676117773556,-0.08820776428499688,1,0,2
NOW,0.5929967701872324,0.5929967701872324,0.5929967701872324,0,0,7,0.12785888862556796,-0.16242214169757274,0.21234268412482576,0.3580840483461332,0.0511548640494476,0.028193828397004784,-0.2983983336366186,1,1,5
LRCX,4.0243875495598695,4.0243875495598695,4.0,1,0,8,0.9977257078141145,0.4700511155255105,0.5725168144399442,0.14226184913591583,0.01778273114198948,0.036365435858393344,-0.09745067168253196,1,0,2
AAPL,1.0849029213299115,1.0849029213299115,1.0849029213299115,0,0,10,0.3220314455031716,0.004723464949536904,0.12470673941502536,0.11494737175392203,0.011494737175392202,0.01999277717587571,-0.08033978936116559,1,0,7
VET,2.313676304682463,2.313676304682463,2.313676304682463,0,0,6,0.9088184963500101,0.2073069680460411,0.3837692331691773,0.1658698895746556,0.02764498159577593,0.036063829787229246,-0.0995606557386054,1,0,3
ANDE,1.6002848457175245,1.6002848457175245,1.6002848457175245,0,0,7,0.6438535585456587,0.044326777612996526,0.13138243882920025,0.08209940822772206,0.01172848688967458,0.02577603952243668,-0.038744696067649964,1,0,4
XSD,4.543800501087146,4.543800501087146,4.0,1,0,8,0.9977257078141145,0.27274450354898705,0.33319663184829,0.07332994302205162,0.009166242877756452,0.019389593510509492,-0.047087015387397235,1,0,3
FTXL,3.9252481580223444,3.9252481580223444,3.9252481580223444,0,0,8,0.9974619214722957,0.10097638412687382,0.13809776614417887,0.03518191986459185,0.004397739983073981,0.01290552584670217,-0.03491868522546082,1,0,4
FTI,13.248076403655537,13.248076403655537,4.0,1,0,7,0.9954536132298974,0.39475634669655646,0.3765940351733019,0.028426318183777118,0.004060902597682445,0.02799506646567005,-0.02550218025356621,1,0,2
IMAX,3.286707446318072,3.286707446318072,3.286707446318072,0,0,6,0.9818212410583209,0.25978318623343233,0.36903081716578856,0.1122797885705327,0.018713298095088784,0.02971078976640628,-0.1015079205662599,1,0,3
ABBV,0.5290975173149174,0.5290975173149174,0.5290975173149174,0,0,8,0.11513398238677709,-0.06328317236372305,0.0691200848441998,0.13063770398124874,0.016329712997656093,0.02074875816993453,-0.06473395482130506,1,1,7
