number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_median_length,params_min_period,params_position_size_pct,params_sigmoid_margin,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,params_trim_percent,params_use_replacement,user_attrs_avg_max_dd,user_attrs_avg_return_pct,user_attrs_avg_sharpe,user_attrs_avg_win_rate,user_attrs_total_trades,state
151,-10.0,2026-01-01 13:31:37.390788,2026-01-01 13:31:39.776584,0 days 00:00:02.385796,14,17,173,2.114965485580011,10,5.251423244480292,57,6,9,0.16420989350586015,0.10221571132513907,2.70031616114825,47,6.83126966362483,16.99458834886587,3.265376505905436,1.7969356092533155,0.2835427502138863,False,0.0,0.0,0.0,0.0,0,COMPLETE
152,-10.0,2026-01-01 13:31:36.537004,2026-01-01 13:31:40.304515,0 days 00:00:03.767511,9,17,100,3.2881168100322253,29,14.942204856389726,45,13,8,0.19457617176958739,0.0911187156720025,5.437019619295594,28,5.133128848022768,18.60141764184912,11.53871664472416,4.191196656092338,0.392574774960437,True,0.0,0.0,0.0,0.0,0,COMPLETE
153,-10.0,2026-01-01 13:31:37.445398,2026-01-01 13:31:40.680294,0 days 00:00:03.234896,6,9,129,1.3695446164708533,9,19.362658270553062,26,11,5,0.13425899095937663,0.21271394126345194,1.9990567698699946,32,9.003584852433406,15.662454932914113,5.4268655610293015,4.940962645599873,0.3244536661203511,True,0.0,0.0,0.0,0.0,0,COMPLETE
154,-10.0,2026-01-01 13:31:37.462329,2026-01-01 13:31:40.696250,0 days 00:00:03.233921,12,16,145,2.3654443800991496,6,7.527145368931827,31,18,8,0.1465888494521825,0.07293481208312036,1.8810473068045486,54,6.666970425291577,15.28578841029759,2.3718924106237216,1.9371399709638348,0.23675904865497993,False,0.0,0.0,0.0,0.0,0,COMPLETE
155,-10.0,2026-01-01 13:31:38.243464,2026-01-01 13:31:42.549466,0 days 00:00:04.306002,15,16,142,1.2863761627447194,8,5.074812483962394,32,8,8,0.17016515673131138,0.021904316520604844,5.065014428182264,48,6.286855856838473,13.991563322416116,3.3502697983495153,1.9552844399550722,0.3179872350207628,False,0.0,0.0,0.0,0.0,0,COMPLETE
156,-10.0,2026-01-01 13:31:39.075778,2026-01-01 13:31:42.517644,0 days 00:00:03.441866,18,6,62,1.971371633140528,12,16.775277309556305,37,6,7,0.18990290722968498,0.05543375655854952,7.354183772329424,59,11.100817200925809,19.783516127985777,8.519181019316916,1.3544863444651336,0.3515237408730763,False,0.0,0.0,0.0,0.0,0,COMPLETE
157,-10.0,2026-01-01 13:31:39.556123,2026-01-01 13:31:41.836338,0 days 00:00:02.280215,6,7,64,3.1971751172867675,25,15.844338735938834,47,16,10,0.16136952738877205,0.009063385785674885,5.4920051088682635,58,13.338620379628612,19.001068272101104,9.553094025433296,1.0362767652040146,0.30321367345647837,False,0.0,0.0,0.0,0.0,0,COMPLETE
158,-10.0,2026-01-01 13:31:40.246033,2026-01-01 13:31:42.964417,0 days 00:00:02.718384,15,14,124,2.672267485533318,12,17.504713476960973,24,8,4,0.05847932164601944,0.07648132736660804,6.44505328119421,19,12.09060522387507,17.66153774016171,4.352582820683357,3.3392023953898256,0.33427685991371076,True,0.0,0.0,0.0,0.0,0,COMPLETE
159,-10.0,2026-01-01 13:31:40.256841,2026-01-01 13:31:45.475605,0 days 00:00:05.218764,14,16,159,2.318877358404584,12,15.812055829970886,38,5,5,0.07330628997070457,0.02213805268641872,4.679796276559799,27,9.622151424913406,10.65149639289358,2.5914551226792057,3.035914272007721,0.23799164531385328,True,0.0,0.0,0.0,0.0,0,COMPLETE
160,-10.0,2026-01-01 13:31:40.303721,2026-01-01 13:31:44.238627,0 days 00:00:03.934906,20,6,99,2.5557460829952072,5,9.169635962929833,54,8,5,0.1489940351623969,0.14061216910202842,7.625462703212656,33,6.281185711835401,19.188268259652663,11.957537438562916,2.5993302630490818,0.28533676359591986,False,0.0,0.0,0.0,0.0,0,COMPLETE
161,-10.0,2026-01-01 13:31:40.299524,2026-01-01 13:31:43.090590,0 days 00:00:02.791066,13,6,59,2.5320877667850685,24,19.096256228431837,48,19,7,0.18327106403000645,0.08752687893517616,7.375678674619419,54,13.005234654454988,17.78541313173201,11.231727104224184,1.0229163512027586,0.37216286668514226,False,0.0,0.0,0.0,0.0,0,COMPLETE
162,-10.0,2026-01-01 13:31:40.899262,2026-01-01 13:31:45.474302,0 days 00:00:04.575040,17,7,55,1.8830646248899234,9,19.035463584973712,36,20,9,0.15296371654103522,0.0642776998287659,5.3612316254833114,51,14.68613576586056,19.030947918805413,10.125612029983245,1.7392260877471941,0.38719989652671505,False,0.0,0.0,0.0,0.0,0,COMPLETE
163,-10.0,2026-01-01 13:31:40.898588,2026-01-01 13:31:44.237553,0 days 00:00:03.338965,15,7,63,1.2497464557471312,9,16.152334061496127,45,24,7,0.12868905461472535,0.0866974774603755,4.977201532278136,60,12.587575394062977,18.43980638222746,10.054044534022877,1.5920887994450328,0.33632724596924096,False,0.0,0.0,0.0,0.0,0,COMPLETE
164,-10.0,2026-01-01 13:31:41.530228,2026-01-01 13:31:45.242480,0 days 00:00:03.712252,18,12,56,1.750283883762628,20,16.568370113417767,46,17,8,0.14975225479435444,0.019243865617930834,6.0966295257608305,56,10.009115843694492,17.52892501591933,8.309781638830836,2.37833565847676,0.3754678195602691,False,0.0,0.0,0.0,0.0,0,COMPLETE
165,-10.0,2026-01-01 13:31:42.064990,2026-01-01 13:31:45.610471,0 days 00:00:03.545481,19,8,106,3.141810546311817,10,5.50048155138137,51,16,2,0.13816940458743193,0.14257034735502055,6.768940650164871,23,5.506106072524559,13.761739916236728,10.080344464727965,2.711065651301892,0.2362165675169674,False,0.0,0.0,0.0,0.0,0,COMPLETE
166,-10.0,2026-01-01 13:31:42.058597,2026-01-01 13:31:45.476977,0 days 00:00:03.418380,13,6,50,1.945641215047019,12,19.945220420667788,45,10,8,0.15042098292171652,0.000200974948584842,5.654802863824171,39,5.597205824952783,19.642936741079268,11.898065654381233,1.017702823531093,0.30250404095400907,False,0.0,0.0,0.0,0.0,0,COMPLETE
167,-10.0,2026-01-01 13:31:42.832582,2026-01-01 13:31:46.149610,0 days 00:00:03.317028,7,7,140,2.9067855757658325,18,9.258185124818176,45,11,10,0.1959808030579338,0.08723969582390503,4.4593258094323165,26,15.690092214281398,9.487750758358011,11.148164435011768,3.47725059987959,0.37456015916015,False,0.0,0.0,0.0,0.0,0,COMPLETE
168,-10.0,2026-01-01 13:31:42.842358,2026-01-01 13:31:45.839422,0 days 00:00:02.997064,9,10,196,3.3807230928085596,19,12.999384434682336,50,10,6,0.15039346226838046,0.1566107078503777,7.595921206720179,29,16.464561608628827,13.214919377682897,10.637592014742832,4.121831633821096,0.3270226798458872,False,0.0,0.0,0.0,0.0,0,COMPLETE
169,-10.0,2026-01-01 13:31:42.191852,2026-01-01 13:31:47.629258,0 days 00:00:05.437406,13,11,194,2.8682365483413794,15,14.445155511366861,48,13,7,0.15619482619357436,0.14166161999855847,6.167377500893282,22,17.045316262904034,11.72025506552656,8.951157052617225,3.6973031517814827,0.3603621165207752,False,0.0,0.0,0.0,0.0,0,COMPLETE
170,-10.0,2026-01-01 13:31:43.829319,2026-01-01 13:31:47.450959,0 days 00:00:03.621640,8,7,128,3.3489033674704203,16,11.341415057696565,59,13,7,0.17185467808577634,0.09690772295800144,5.496724368244017,29,14.35451440555523,9.780001459606128,10.812226611316426,4.212913410928136,0.2539760690797884,False,0.0,0.0,0.0,0.0,0,COMPLETE
171,-10.0,2026-01-01 13:31:44.730954,2026-01-01 13:31:47.571260,0 days 00:00:02.840306,8,10,165,3.174064238492406,17,16.13998261944618,43,8,7,0.15461342085412508,0.06072494379141122,4.923835362188838,15,19.602020455069255,13.19906658149163,9.857393709664631,2.944474081450763,0.3367004341294575,False,0.0,0.0,0.0,0.0,0,COMPLETE
172,-10.0,2026-01-01 13:31:44.935269,2026-01-01 13:31:47.632227,0 days 00:00:02.696958,11,19,128,4.331513167695363,7,5.34773221882911,59,20,10,0.12707387888130425,0.14976942677462712,4.701848727382879,38,14.411649893881798,11.352577073661703,3.331754809768188,3.099061824885904,0.23295591755664397,False,0.0,0.0,0.0,0.0,0,COMPLETE
173,-10.0,2026-01-01 13:31:45.794825,2026-01-01 13:31:48.873371,0 days 00:00:03.078546,15,4,177,4.412490280352921,22,13.787344287123513,36,27,6,0.05720148336045321,0.2540032250992959,2.1574846199428634,20,7.524896324102767,12.822328612643272,2.932366181132714,2.3278311556335245,0.1452934748227681,True,0.0,0.0,0.0,0.0,0,COMPLETE
174,-10.0,2026-01-01 13:31:46.337231,2026-01-01 13:31:48.852491,0 days 00:00:02.515260,5,5,147,3.6954103827995013,10,10.950105291720932,51,16,9,0.15240025091955245,0.2908298949421444,1.708402394284711,21,19.1018047070717,6.044859027344998,3.759474103399528,3.890576714879944,0.34426416977987256,True,0.0,0.0,0.0,0.0,0,COMPLETE
175,-10.0,2026-01-01 13:31:46.759729,2026-01-01 13:31:49.031685,0 days 00:00:02.271956,5,7,187,2.7187364370245355,12,15.246066102251323,51,11,2,0.0796670219005406,0.07099086069611311,3.1762568200744177,24,18.45290154970542,11.828950845985588,7.443478373264874,1.3104933186323557,0.11959773160789544,True,0.0,0.0,0.0,0.0,0,COMPLETE
176,-10.0,2026-01-01 13:31:47.473124,2026-01-01 13:31:49.531835,0 days 00:00:02.058711,9,7,148,2.2878228457406173,19,12.477552980063559,55,5,3,0.09660871780638809,0.049704773041163657,2.545793330233252,22,18.393185476296832,10.907693532034452,7.568271832706347,1.2504785747767444,0.10861738126628445,True,0.0,0.0,0.0,0.0,0,COMPLETE
177,-10.0,2026-01-01 13:31:47.517640,2026-01-01 13:31:49.537461,0 days 00:00:02.019821,13,9,94,3.464480206048345,18,18.861571143265977,34,13,8,0.1778276660394971,0.010925707372204333,4.201869300247521,59,7.557075231915187,16.449850097505227,7.697880719684618,1.55570461487477,0.34599767048345387,False,0.0,0.0,0.0,0.0,0,COMPLETE
178,-10.0,2026-01-01 13:31:47.581332,2026-01-01 13:31:51.545644,0 days 00:00:03.964312,8,14,193,2.1583035339681476,10,15.180066868555127,57,7,3,0.10898443233260083,0.08165381551909054,4.396255473835618,21,18.9647605747954,7.586564503996447,8.18549038657747,1.3101236400002048,0.1332148353881671,True,0.0,0.0,0.0,0.0,0,COMPLETE
179,-10.0,2026-01-01 13:31:47.585451,2026-01-01 13:31:51.592441,0 days 00:00:04.006990,12,12,183,1.683875694095408,13,15.59407657174552,60,8,5,0.16999185298359692,0.09297286423895311,2.148111429454897,17,11.934448922480934,8.935980358810628,8.434132180869266,2.324673947105472,0.15772081363642135,True,0.0,0.0,0.0,0.0,0,COMPLETE
180,-10.0,2026-01-01 13:31:47.586157,2026-01-01 13:31:51.637281,0 days 00:00:04.051124,5,6,122,2.6297218856697246,13,16.87172014279137,41,8,5,0.14535783153839962,0.009278102667030186,1.1038889846177273,40,11.550687512090347,19.020139115058438,11.464558759232297,1.1340861054886056,0.1392350285072573,True,0.0,0.0,0.0,0.0,0,COMPLETE
181,-10.0,2026-01-01 13:31:47.787133,2026-01-01 13:31:51.589638,0 days 00:00:03.802505,8,8,51,3.7529612768348697,5,16.980698641652566,35,7,3,0.10752180612055282,0.2875043214979801,3.321123920045332,51,16.085484825753213,7.212669791545329,3.8411298972329275,1.7335142870404832,0.36022574251624545,False,0.0,0.0,0.0,0.0,0,COMPLETE
182,-10.0,2026-01-01 13:31:48.453192,2026-01-01 13:31:51.593551,0 days 00:00:03.140359,14,15,101,3.124633159575758,19,6.011657206345102,49,11,9,0.15211746338081442,0.15938592167308616,6.099889884618736,19,11.278691047529493,10.739519242046375,6.035247428147837,4.022061424654398,0.15713368112151005,True,0.0,0.0,0.0,0.0,0,COMPLETE
183,-10.0,2026-01-01 13:31:48.605904,2026-01-01 13:31:52.075378,0 days 00:00:03.469474,13,5,115,3.89369301941486,17,13.995754669107738,26,27,9,0.08045788565098963,0.20750687381366997,1.6494906835574668,17,7.734771425897418,12.593749229755085,5.685420888587096,3.945545993439527,0.11034075598350052,True,0.0,0.0,0.0,0.0,0,COMPLETE
184,-10.0,2026-01-01 13:31:48.594078,2026-01-01 13:31:52.080375,0 days 00:00:03.486297,7,9,149,4.966272235357542,11,8.584121748309204,44,22,2,0.16568334619445385,0.0556787177040111,3.481747103031379,49,10.115531375178843,8.707630712576819,3.855983433870308,4.990152683106008,0.22094514604775137,False,0.0,0.0,0.0,0.0,0,COMPLETE
185,-10.0,2026-01-01 13:31:49.327253,2026-01-01 13:31:52.018978,0 days 00:00:02.691725,13,10,180,1.1043970442490525,10,14.871950802509847,54,8,4,0.12324752093729047,0.08591053230683263,4.866800575791622,19,14.86198837391094,10.725128881834346,5.088505384692545,1.7569293256618623,0.10281859927598268,True,0.0,0.0,0.0,0.0,0,COMPLETE
186,-10.0,2026-01-01 13:31:51.217303,2026-01-01 13:31:54.384179,0 days 00:00:03.166876,13,16,97,3.291054166295616,17,8.305265032627679,60,15,8,0.1630114506362214,0.15895296509245388,6.585037267008096,32,9.191033863176447,9.884598851123563,6.8826858764669465,1.6815457319694245,0.1839072258259171,False,0.0,0.0,0.0,0.0,0,COMPLETE
187,-10.0,2026-01-01 13:31:51.222810,2026-01-01 13:31:53.827329,0 days 00:00:02.604519,9,15,77,4.0509404844935855,9,9.054000149858302,36,6,8,0.12891220103466974,0.19335262059560723,5.01964674461033,55,12.871774688560643,11.740808717483104,8.075817524576467,2.2145249495120707,0.2666378721708702,False,0.0,0.0,0.0,0.0,0,COMPLETE
188,-10.0,2026-01-01 13:31:51.586695,2026-01-01 13:31:54.862219,0 days 00:00:03.275524,7,15,78,3.8667648362922775,11,5.818065252794714,49,11,8,0.1740546263466991,0.19752522799480732,2.546565075346744,57,15.80560410950392,9.085014643383039,8.88631897660672,3.189755944836172,0.12979785021332285,False,0.0,0.0,0.0,0.0,0,COMPLETE
189,-10.0,2026-01-01 13:31:51.225489,2026-01-01 13:31:54.827160,0 days 00:00:03.601671,14,15,133,2.9018122948500142,17,5.2008325052477815,57,7,4,0.12995703789633242,0.2837921523051727,1.2239392631766175,34,9.330619018029758,15.38171654617408,8.938058044481904,2.701280325098312,0.2643195208950767,True,0.0,0.0,0.0,0.0,0,COMPLETE
190,-10.0,2026-01-01 13:31:52.047169,2026-01-01 13:31:55.003728,0 days 00:00:02.956559,7,19,80,4.329030440567054,14,10.223066631686695,37,7,9,0.14492405388508844,0.23369789242287287,2.662536427353557,47,14.93812047664454,12.201952558605223,11.325466480334939,2.777015362166704,0.1670092048801491,False,0.0,0.0,0.0,0.0,0,COMPLETE
191,-10.0,2026-01-01 13:31:52.107478,2026-01-01 13:31:56.654993,0 days 00:00:04.547515,8,10,135,4.56193202065046,9,10.102364165940179,36,21,6,0.19603339191704955,0.09388333412696724,1.9527782165214025,48,12.050906673048468,18.01155388975726,2.1723586608983574,4.990964822482452,0.22586019581924874,False,0.0,0.0,0.0,0.0,0,COMPLETE
192,-10.0,2026-01-01 13:31:52.391307,2026-01-01 13:31:58.040865,0 days 00:00:05.649558,7,18,115,4.576190260288011,14,6.361466473082848,51,9,5,0.1502671614165903,0.2538856731146368,3.175522701368446,51,11.091952377397853,11.3434889242517,10.907522110097329,4.209313214012471,0.2415771320801069,False,0.0,0.0,0.0,0.0,0,COMPLETE
193,-10.0,2026-01-01 13:31:52.230072,2026-01-01 13:31:56.574615,0 days 00:00:04.344543,13,16,183,3.212669678484283,13,11.204703634515099,21,11,6,0.09320617796532209,0.10347319729090626,7.689282938861251,29,9.437545834673632,12.036494440790522,2.7940193461769565,1.0365616630885996,0.2833026318861409,True,0.0,0.0,0.0,0.0,0,COMPLETE
194,-10.0,2026-01-01 13:31:54.420352,2026-01-01 13:31:58.165881,0 days 00:00:03.745529,5,6,138,2.181752024641972,8,10.084422527981427,60,5,4,0.10090848972826832,0.12412218423856693,4.345037732389231,33,19.299110279027513,7.177016888995816,5.286811853026503,1.2650657970858863,0.1432126306954007,False,0.0,0.0,0.0,0.0,0,COMPLETE
195,-10.0,2026-01-01 13:31:54.433015,2026-01-01 13:31:56.980478,0 days 00:00:02.547463,10,6,159,2.58959660982745,16,8.314553026751895,34,13,5,0.14082012704718488,0.0917046308981818,4.221839342900251,24,14.679460552083487,13.269135892582717,10.324862257612345,4.2381501733868046,0.24348206476970147,False,0.0,0.0,0.0,0.0,0,COMPLETE
196,-10.0,2026-01-01 13:31:54.497513,2026-01-01 13:31:56.684867,0 days 00:00:02.187354,7,20,95,4.332980097303457,15,5.831343570080312,50,8,8,0.18145804297289128,0.29019496272996004,3.535749232359758,43,16.22805358409289,13.4173463739876,11.784307233253235,2.481987996520365,0.1995170405759592,False,0.0,0.0,0.0,0.0,0,COMPLETE
197,-10.0,2026-01-01 13:31:54.498298,2026-01-01 13:31:56.979579,0 days 00:00:02.481281,8,17,107,2.6366188778247137,13,5.499651218273708,44,11,8,0.1734581758522194,0.2295880269649908,1.267651589482237,46,11.569247401488235,9.689546714773364,9.011919669517011,3.3852388318105793,0.2029667802069791,False,0.0,0.0,0.0,0.0,0,COMPLETE
198,-10.0,2026-01-01 13:31:54.636596,2026-01-01 13:31:56.871689,0 days 00:00:02.235093,18,7,152,4.366684263330411,29,13.831997609251834,27,19,4,0.05705023740805557,0.1785139664239154,2.9620240280776073,41,13.858022082823728,14.662475312615012,9.098347667837102,1.6923453647046305,0.178974062949436,False,0.0,0.0,0.0,0.0,0,COMPLETE
199,-10.0,2026-01-01 13:31:54.631921,2026-01-01 13:31:57.761554,0 days 00:00:03.129633,17,10,61,2.031622951593209,14,8.054835986077224,55,28,6,0.10464923920339814,0.22103796308590573,7.905007634431767,27,11.315839686184415,17.19373093201255,11.829798689766344,2.484533086828547,0.3385226695178829,False,0.0,0.0,0.0,0.0,0,COMPLETE
